gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Zdhhc3,1475.419389,0.004252778,0.085984021,0.049460093,0.960552639,0.987213139
Ostf1,243.4029557,0.007845584,0.158338547,0.049549423,0.960481452,0.98720632
Ccdc189,108.0595661,-0.011391351,0.229786027,-0.049573732,0.960462079,0.98720632
Aip,1263.697827,-0.005429722,0.108280946,-0.050144755,0.960007035,0.986917692
Tsen54,153.8068363,-0.009465784,0.187806829,-0.050401705,0.959802278,0.98683987
Atp5mpl,1447.126119,0.005735362,0.11345981,0.050549726,0.959684324,0.986835131
Gm14169,178.0681066,0.010598951,0.209928158,0.050488468,0.959733139,0.986835131
Acaca,1949.748825,-0.005324935,0.104823021,-0.050799291,0.959485456,0.986826071
Zfp712,225.4201345,-0.009819098,0.192807493,-0.05092695,0.95938373,0.986814736
Tmem42,144.9812279,0.010158491,0.199226213,0.050989729,0.959333705,0.986814736
Akt2,1787.657105,-0.004929744,0.0959598,-0.051373011,0.959028291,0.98664108
Zfp513,421.6893598,0.00663287,0.128872701,0.051468383,0.958952295,0.986629268
Siae,442.5041677,0.007010409,0.135794247,0.051625229,0.958827316,0.986567056
Olig1,3184.602768,0.016451681,0.317761628,0.051773655,0.958709047,0.986552039
Hdgfl2,1505.675569,-0.004564635,0.08771252,-0.052040864,0.958496133,0.986552039
Zfp346,843.8210424,0.005807438,0.112276334,0.051724505,0.958748211,0.986552039
Map3k3,392.4828419,-0.0075972,0.146813222,-0.051747383,0.958729982,0.986552039
Ctdp1,371.4372885,-0.00670325,0.129131788,-0.05191015,0.958600287,0.986552039
Gpr137b,340.5529066,0.008860393,0.170185138,0.05206326,0.958478287,0.986552039
Gm36298,50.5351396,0.016572951,0.318371715,0.052055351,0.95848459,0.986552039
Tmem263,1496.886312,0.005838117,0.110653013,0.052760579,0.957922671,0.986233433
Peli3,489.5389393,-0.007697842,0.145434541,-0.052929946,0.957787724,0.986160888
Jade3,256.231048,0.008424942,0.159158728,0.052934213,0.957784325,0.986160888
Cbx2,110.3892227,-0.012151007,0.22805198,-0.053281742,0.957507427,0.986005056
Ccdc30,377.6353056,-0.007144122,0.133678527,-0.053442557,0.957379298,0.985939502
Pcdhb19,282.3418673,0.007897082,0.147507962,0.053536651,0.95730433,0.985939502
Zbtb37,535.7423126,-0.007012302,0.129829825,-0.054011486,0.956926013,0.985671821
Itfg2,316.8703791,0.007975569,0.146964426,0.054268706,0.956721082,0.9855935
Cct4,2485.70118,0.005182982,0.094031747,0.05511949,0.956043269,0.985579794
Gripap1,2348.046075,0.004658269,0.082418753,0.056519527,0.95492794,0.985579794
Lcmt1,1328.502809,0.005017896,0.090038739,0.055730415,0.95555657,0.985579794
Eif2a,1174.794507,0.005892599,0.10782757,0.054648348,0.95641862,0.985579794
Ampd2,1125.151638,0.005660337,0.104036022,0.054407472,0.956610526,0.985579794
Rbck1,1072.105909,-0.005347439,0.094959378,-0.05631291,0.955092535,0.985579794
Snx16,977.7488573,-0.005506461,0.098299772,-0.056017022,0.955328247,0.985579794
Rxra,746.9774878,0.006286982,0.113438355,0.055422018,0.955802255,0.985579794
Ilkap,736.8866998,0.005932343,0.108926581,0.054461851,0.956567202,0.985579794
Tcf3,592.7892876,0.007258056,0.129684684,0.05596695,0.955368136,0.985579794
Rsl24d1,558.9360514,-0.007155185,0.129952,-0.055060215,0.956090492,0.985579794
Gpr135,543.0816596,0.006188923,0.111518655,0.05549675,0.955742719,0.985579794
Slc25a38,410.9581196,-0.006989764,0.128072193,-0.054576746,0.956475665,0.985579794
Cdk2ap2,281.1829868,0.008941527,0.164468204,0.054366295,0.956643331,0.985579794
Tmem38b,263.8383988,-0.008300429,0.150130322,-0.05528816,0.955908895,0.985579794
Ppard,262.4929609,-0.008622,0.157937223,-0.054591308,0.956464063,0.985579794
Tusc1,259.2508039,-0.008840669,0.160373918,-0.055125351,0.956038599,0.985579794
Nle1,255.1687056,0.009326333,0.166642626,0.05596607,0.955368837,0.985579794
Hs3st2,136.3447103,0.011528288,0.204746073,0.056305295,0.955098601,0.985579794
Cdc42ep1,105.5908137,0.015107697,0.274419147,0.055053362,0.956095951,0.985579794
Fank1,99.72589034,-0.012837104,0.232785031,-0.055145746,0.956022351,0.985579794
Ccdc40,92.99438989,0.015152485,0.268314215,0.05647291,0.954965075,0.985579794
Spc24,70.41451263,0.015827394,0.285438349,0.055449431,0.955780416,0.985579794
Gm12312,51.60718973,0.018328191,0.336816802,0.054415905,0.956603807,0.985579794
Ptprf,4404.951678,-0.004509598,0.079284322,-0.056878817,0.954641729,0.98550938
Slc48a1,2440.873743,-0.004217925,0.073918583,-0.05706177,0.95449599,0.98550938
Cuedc1,829.2988059,-0.006097134,0.10707741,-0.056941369,0.9545919,0.98550938
Pnpo,425.2637585,-0.007604858,0.133676295,-0.056890104,0.954632737,0.98550938
Nek3,93.91731125,0.015013799,0.261548377,0.057403526,0.954223754,0.985477031
Nrbp2,1356.708622,0.005911826,0.102362911,0.057753593,0.953944904,0.985255583
Abraxas2,839.148561,-0.005946438,0.102167825,-0.058202649,0.95358721,0.985039548
Zfp715,769.6625513,0.007104167,0.120893526,0.058763832,0.953140217,0.984757015
Eed,389.7997384,-0.0083294,0.141389706,-0.058910939,0.953023045,0.984757015
Abcf2,1156.71889,0.006772083,0.114471405,0.059159604,0.952824985,0.98470385
Tpra1,396.6080753,-0.008099601,0.136929081,-0.059151798,0.952831202,0.98470385
Hyou1,2609.520347,0.005629966,0.094764604,0.05941001,0.95262554,0.984639867
Ngrn,1006.704399,0.005749598,0.096438052,0.059619604,0.952458604,0.984639867
1810026B05Rik,358.8426523,0.008897693,0.149643675,0.059459197,0.952586364,0.984639867
Ckap2,247.7470441,-0.028090368,0.469835442,-0.059787674,0.952324743,0.984589347
Ptprz1,11281.43811,0.006947385,0.115260912,0.060275287,0.951936384,0.984359547
Rttn,81.16508098,-0.015341293,0.254768425,-0.060216619,0.95198311,0.984359547
Lats2,163.8013126,0.013109692,0.21687283,0.060448751,0.951798232,0.984301485
Fdxacb1,106.7158199,0.013815827,0.227541769,0.060717764,0.951583984,0.984279599
Eif4g1,8816.27975,-0.005761341,0.094182951,-0.061171803,0.951222386,0.983972128
Stac,91.09382754,0.016698273,0.272211528,0.061343003,0.951086044,0.983972128
Col1a1,71.09700945,-0.019175296,0.312769911,-0.061307995,0.951113924,0.983972128
Npl,156.5909682,-0.014088338,0.228611546,-0.061625661,0.950860942,0.983917365
Zfp629,715.9728811,0.006212184,0.100579193,0.061764103,0.950750691,0.983883497
Lsm14a,1556.944214,-0.005300819,0.085567693,-0.061948834,0.950603578,0.983797829
Haghl,879.3707762,-0.00697361,0.112452847,-0.062013633,0.950551975,0.983797829
Itm2c,17615.84429,-0.005408777,0.086971827,-0.062189987,0.950411536,0.983778242
Mki67,554.4711884,-0.022571154,0.360155501,-0.06267058,0.950028825,0.983778242
Trabd,424.6681231,0.009480287,0.152140212,0.062312827,0.950313714,0.983778242
Cc2d2a,411.4635582,0.008188812,0.131178806,0.062424808,0.95022454,0.983778242
Trmt10a,247.5424433,0.010378893,0.166767927,0.062235546,0.950375256,0.983778242
Carnmt1,246.1670973,-0.010089085,0.162375821,-0.062134159,0.950455995,0.983778242
Cdc5l,1361.200679,-0.005657869,0.089807954,-0.062999643,0.949766789,0.983664059
Gm48623,168.6558806,-0.012654995,0.200799504,-0.063023037,0.94974816,0.983664059
Mpv17,847.4345063,0.006410931,0.101337758,0.063263,0.949557079,0.983580087
Syde2,168.9378542,0.012732111,0.201019101,0.063337816,0.949497504,0.983580087
Chek1,66.37650144,0.019518037,0.307784045,0.063414713,0.949436271,0.983580087
March1,2084.156211,-0.005105944,0.080091582,-0.063751313,0.949168246,0.9834491
Suclg1,1605.394058,0.005983058,0.093859476,0.063744848,0.949173394,0.9834491
Iqsec1,2768.461433,0.004878895,0.07594727,0.06424056,0.948778682,0.983239979
Cebpd,204.5108838,0.03694739,0.575133233,0.064241444,0.948777978,0.983239979
Pecr,127.4341623,-0.013814285,0.214253943,-0.064476222,0.94859104,0.983178771
Sars2,193.19495,0.011605594,0.179544033,0.064639261,0.948461224,0.983163154
Ist1,1643.375181,0.005998046,0.092361916,0.064940684,0.948221228,0.983124274
Adprh,1616.99885,-0.005998266,0.09258802,-0.064784476,0.948345602,0.983124274
Iws1,1054.986077,0.00602463,0.092980699,0.064794416,0.948337687,0.983124274
Dbi,5786.090582,-0.004840575,0.073924321,-0.065480137,0.947791721,0.982816571
Dcp1b,267.6649293,0.01027454,0.156585673,0.065616096,0.947683474,0.982770962
Fkbp15,795.5094616,-0.007220604,0.108902644,-0.06630329,0.947136364,0.982270203
Chgb,7644.94047,0.005311808,0.079860031,0.066513968,0.946968637,0.98216286
Rmdn1,240.2618027,0.011178383,0.167829614,0.066605549,0.946895728,0.982153851
Ankrd13c,3394.406768,-0.005338825,0.079865563,-0.066847653,0.946702987,0.982020537
Agtrap,206.2365522,-0.012212895,0.18245507,-0.066936451,0.946632294,0.982013816
Ssr3,3036.037375,0.005479884,0.081761526,0.067022768,0.946563578,0.982009144
Pmpcb,1189.49776,-0.006262137,0.093249521,-0.067154632,0.946458602,0.981966852
Mettl2,403.2922146,0.00914079,0.136070162,0.067177036,0.946440766,0.981966852
Mtmr7,1258.407287,-0.006142445,0.091142476,-0.067393884,0.946268138,0.981958876
Aen,728.8174081,-0.007455196,0.109999387,-0.067774891,0.945964832,0.981720967
Elavl3,6794.761697,0.004428012,0.06489839,0.068229917,0.945602612,0.981610814
Gm7072,502.7755092,-0.009820613,0.144140591,-0.068132182,0.945680412,0.981610814
Ccnf,153.8857125,-0.016538133,0.242839411,-0.068103165,0.945703511,0.981610814
Pygl,102.9938657,0.019031461,0.279312058,0.06813691,0.945676649,0.981610814
Slc18a2,98.45990994,0.018788771,0.275554272,0.068185374,0.94563807,0.981610814
Fbxl21,63.11708037,-0.02301064,0.338046298,-0.068069491,0.945730316,0.981610814
Hip1,2274.729773,0.007957339,0.115613251,0.068827221,0.945127151,0.981517691
Col4a5,139.0998597,-0.014810233,0.214980537,-0.068891041,0.94507635,0.981517691
Lrrfip1,2464.578037,0.005839952,0.084182753,0.069372314,0.944693266,0.981506302
Riok3,1517.471195,0.006344362,0.091688742,0.06919456,0.944834753,0.981506302
Bnip2,623.0980077,0.008259266,0.119274631,0.069245789,0.944793976,0.981506302
Gtf3c5,399.5145819,0.009903514,0.143358246,0.069082277,0.944924128,0.981506302
Flot2,2640.635284,0.005270893,0.075633631,0.069689809,0.944440553,0.981449748
Cnpy3,1182.32031,0.006644019,0.09509726,0.069865519,0.944300698,0.981449748
Fam133b,868.8335999,-0.006855139,0.0981017,-0.069877886,0.944290855,0.981449748
Ss18,380.9838705,0.009443645,0.135037509,0.069933492,0.944246595,0.981449748
Cenpe,183.1768727,-0.015265605,0.219223004,-0.069635049,0.944484139,0.981449748
Gm16083,55.964625,-0.022044286,0.313457185,-0.070326306,0.943933945,0.981411504
Dpm1,85.88240603,-0.019333417,0.274046304,-0.070547994,0.943757502,0.98129477
Mtfmt,344.5991358,-0.009556559,0.1350852,-0.070744677,0.943600963,0.981265628
Wwox,256.416358,0.01217163,0.17205068,0.070744447,0.943601146,0.981265628
Crtap,143.9060817,0.015121529,0.213541738,0.070812991,0.943546592,0.981265628
Narfl,445.5833208,-0.009007663,0.126393847,-0.071266623,0.943185558,0.981100309
Rbfox3,6099.921184,0.005732808,0.08007573,0.071592335,0.942926341,0.980975661
Mkrn3,679.1440897,-0.007510487,0.104697755,-0.071734938,0.942812851,0.980975661
Ikzf4,420.6334459,-0.009049404,0.126423946,-0.071579826,0.942936295,0.980975661
Lgi3,313.0914911,-0.010603235,0.14783727,-0.07172234,0.942822877,0.980975661
A130010J15Rik,121.002074,-0.016200865,0.226337368,-0.071578392,0.942937437,0.980975661
AW554918,407.2254745,0.009600373,0.132792091,0.072296271,0.942366132,0.980848381
Tet3,2228.224721,-0.006416436,0.088550417,-0.072460821,0.942235183,0.980778836
Ubap2,1383.198801,-0.007684904,0.105823318,-0.072620136,0.942108403,0.980713621
Csf2ra,517.9065937,0.010737741,0.14764486,0.072726821,0.942023505,0.980691998
Spag9,7985.043955,0.004797024,0.065711466,0.073001326,0.941805062,0.980531337
Gaa,3789.680631,0.006593338,0.090254665,0.073052596,0.941764264,0.980531337
Cers5,1315.322438,-0.006372677,0.086648484,-0.073546315,0.94137139,0.980531337
Slc30a6,426.5341231,0.009359792,0.127820849,0.073225862,0.941626387,0.980531337
Dgat1,343.5956123,0.010291626,0.140646582,0.073173666,0.941667922,0.980531337
Lin9,94.49056926,-0.017637794,0.241472867,-0.073042552,0.941772256,0.980531337
Fosl2,1729.861636,-0.027307694,0.370227339,-0.073759259,0.941201945,0.980437392
Htatsf1,1940.421009,-0.005949784,0.078469525,-0.075822865,0.939560025,0.979499803
Ggt7,1483.665796,-0.007184765,0.094171746,-0.076294272,0.939184983,0.979499803
Zhx1,1231.54949,0.007041646,0.092739831,0.075929035,0.939475557,0.979499803
Zfp444,1041.492196,-0.008244374,0.109453464,-0.075323095,0.939957646,0.979499803
Upf3b,679.9163156,-0.00814516,0.108069109,-0.075369919,0.939920392,0.979499803
Ubxn6,608.2602908,-0.008730258,0.114471288,-0.076265916,0.939207542,0.979499803
Bmp1,585.6554816,0.009814792,0.130171094,0.075399164,0.939897124,0.979499803
Ift52,527.0002731,0.008862903,0.117292427,0.075562445,0.939767216,0.979499803
Gtf2ird1,519.5902374,0.008633584,0.113648754,0.075967252,0.939445152,0.979499803
Zcchc9,317.4692076,0.010886567,0.144516675,0.075330869,0.939951462,0.979499803
Gpr108,300.0477412,-0.011060278,0.146855252,-0.075314147,0.939964765,0.979499803
Mpzl3,100.5117006,0.017337511,0.230267393,0.075292947,0.939981633,0.979499803
Ccdc138,86.07985789,-0.021751591,0.284623458,-0.076422341,0.939083096,0.979499803
Gm32699,65.24537329,-0.023539463,0.309760453,-0.075992475,0.939425085,0.979499803
Nub1,1535.843138,0.0072975,0.095185493,0.076666093,0.938889179,0.979496024
Nup54,452.9692302,-0.009723507,0.126817973,-0.076672939,0.938883733,0.979496024
Phgdh,1032.2651,-0.02277965,0.296203045,-0.076905523,0.938698704,0.979430939
Zeb1,1740.408446,0.00763365,0.098356356,0.077612168,0.938136563,0.979167164
Drg2,1044.075266,-0.007574176,0.097979356,-0.077303796,0.938381871,0.979167164
Itgb1bp1,541.0135846,-0.008817626,0.113109744,-0.077956382,0.937862749,0.979167164
Rcl1,492.8337213,-0.010819009,0.139141852,-0.077755246,0.938022747,0.979167164
Pomt1,300.4530018,-0.011427991,0.147120957,-0.077677521,0.938084575,0.979167164
Gmds,230.4843106,0.014126343,0.180882691,0.078096709,0.937751125,0.979167164
Ap1s3,67.43035283,-0.02921784,0.376843711,-0.077533045,0.938199504,0.979167164
Nlrc3,53.49993076,-0.028314394,0.364843343,-0.07760699,0.938140682,0.979167164
Naif1,139.2068006,0.017468155,0.223346817,0.078210899,0.937660292,0.979149119
Gria1,16129.40342,-0.005578684,0.07094798,-0.078630618,0.937326433,0.979070445
Tubb3,7380.647862,-0.008907405,0.113340477,-0.078589795,0.937358905,0.979070445
D6Wsu163e,879.4473403,0.007478871,0.095380947,0.078410539,0.93750149,0.979070445
Pde7a,723.729123,-0.008660483,0.109699046,-0.078947658,0.937074256,0.979070445
Elmsan1,557.5099974,-0.010516795,0.133255457,-0.078922057,0.937094619,0.979070445
Fgd3,156.5773604,-0.015454617,0.195283468,-0.079139401,0.936921745,0.979070445
Mns1,124.8491339,-0.01752446,0.221695167,-0.079047551,0.936994801,0.979070445
Dipk1c,64.47511413,0.023944888,0.304973713,0.078514597,0.937418719,0.979070445
1700034H15Rik,52.17488156,0.025685047,0.326751619,0.078607251,0.93734502,0.979070445
Gm19938,72.25080009,0.023426663,0.295371107,0.079312642,0.936783951,0.979036217
Rsrp1,2474.157698,-0.007765561,0.0977745,-0.079423172,0.936696038,0.979011243
Rwdd3,184.2321731,0.015778247,0.198472822,0.079498274,0.936636304,0.979011243
Prkaca,4838.737588,0.005688376,0.071439942,0.079624593,0.936535835,0.978998568
Smarca2,6033.611955,-0.00791717,0.099025421,-0.079950883,0.936276321,0.978966466
Hnrnpa0,5571.38576,0.006657406,0.083184006,0.080032284,0.93621158,0.978966466
Naa15,2046.895811,-0.006211334,0.077522448,-0.080123031,0.936139406,0.978966466
Gstz1,556.0937004,-0.009043835,0.113218529,-0.07987946,0.936333126,0.978966466
Prkd3,368.1058331,-0.011065863,0.138179868,-0.080083037,0.936171214,0.978966466
Pfn4,193.1763203,-0.013929517,0.173530855,-0.080271126,0.936021622,0.978966466
Chrm2,123.5223943,0.018679509,0.232927001,0.080194692,0.936082412,0.978966466
Kdm4b,1757.055775,-0.006496506,0.079970086,-0.081236704,0.93525371,0.978860656
Eif3m,1143.852994,0.008598622,0.105898441,0.081196866,0.935285392,0.978860656
Smad2,1054.210624,0.007945795,0.098348372,0.080792338,0.935607102,0.978860656
Znhit6,509.2482894,0.009410165,0.116138321,0.081025498,0.935421674,0.978860656
Coq4,374.6073999,-0.011308202,0.140138884,-0.08069282,0.935686247,0.978860656
Pts,367.617013,0.011720273,0.144715818,0.080988197,0.935451339,0.978860656
Chmp1b,285.1914824,-0.013212348,0.163786514,-0.080668108,0.9357059,0.978860656
Pvt1,214.9135103,-0.015279168,0.189365108,-0.080686291,0.93569144,0.978860656
Nbea,7692.941835,-0.005086715,0.062411368,-0.081503026,0.935041919,0.978754008
Cnot6l,1627.575793,-0.007383313,0.090253718,-0.081806188,0.934800835,0.978685171
1500011B03Rik,3494.543187,0.007709183,0.093824049,0.08216639,0.9345144,0.978483857
Isy1,478.6063264,-0.010651772,0.129663399,-0.08214941,0.934527903,0.978483857
Clmp,474.7289067,0.010784885,0.13113288,0.082243946,0.934452728,0.978483857
Ss18l1,1160.055489,0.007709603,0.093190769,0.082729259,0.934066819,0.978268995
Nudcd2,455.032024,0.010779385,0.129850937,0.083013535,0.933840777,0.978132631
Tango6,98.23640627,0.019829248,0.238983076,0.082973442,0.933872657,0.978132631
Bloc1s4,348.9634671,-0.011495478,0.137541709,-0.083578125,0.93339186,0.977896946
Ppil4,1307.848036,0.007136282,0.085192394,0.083766655,0.93324196,0.977873881
Dmwd,2562.949626,-0.006638116,0.078647305,-0.084403599,0.932735546,0.977540085
Fcho1,1185.098444,0.008659933,0.102495364,0.084490973,0.93266608,0.977540085
Snapin,945.6881202,-0.008445494,0.099623421,-0.084774184,0.932440918,0.977540085
Lingo3,610.3695903,0.009046015,0.106641982,0.084826018,0.932399709,0.977540085
Mettl17,437.679864,0.011817577,0.139023524,0.085004154,0.932258088,0.977540085
Smug1,321.8290424,0.012174759,0.143867616,0.084624735,0.932559734,0.977540085
Zfp933,298.9843147,0.013030409,0.15306605,0.085129324,0.932158577,0.977540085
A930033H14Rik,93.1600387,-0.022281505,0.263882939,-0.084437082,0.932708926,0.977540085
Rcn3,87.08669047,0.021858832,0.257870311,0.084766763,0.932446818,0.977540085
Swsap1,298.7413303,0.014712816,0.171982525,0.085548317,0.931825485,0.977327148
Gm47260,126.026633,0.018355646,0.213163116,0.086110797,0.93137834,0.977082339
Cd36,51.69475905,-0.029016829,0.337079484,-0.086083046,0.931400401,0.977082339
Fam241a,116.5800429,0.019547149,0.226594316,0.086264958,0.931255794,0.97707944
Cdkl5,5970.032722,0.006087003,0.069396275,0.087713688,0.93010424,0.977059184
Zmym4,1863.600155,-0.007743899,0.088040439,-0.087958432,0.929909714,0.977059184
Safb2,1713.458832,0.009094638,0.103255184,0.088079237,0.929813699,0.977059184
Aktip,1602.919409,-0.006928117,0.079302453,-0.087363213,0.930382809,0.977059184
Ubac1,1407.489494,-0.007665889,0.087538718,-0.087571406,0.93021733,0.977059184
Exoc1,1176.124188,0.008417913,0.095201502,0.088422062,0.929541227,0.977059184
Slc39a1,1098.054881,0.008430357,0.096734601,0.087149339,0.930552807,0.977059184
Sgsm3,1047.545905,-0.007930943,0.090950849,-0.087200322,0.930512283,0.977059184
Zfp334,835.2733086,0.008843991,0.102131974,0.086593755,0.93099443,0.977059184
Slc35a2,827.2102591,-0.009871938,0.113658574,-0.08685608,0.930785911,0.977059184
Lsm6,772.39449,-0.008797846,0.101315619,-0.086836027,0.93080185,0.977059184
Snapc1,756.1915959,0.008709777,0.100423628,0.086730361,0.930885843,0.977059184
Lpin1,582.2102044,0.009593972,0.109720766,0.087439894,0.93032186,0.977059184
Rnf149,562.159628,0.009997889,0.11530423,0.08670878,0.930902997,0.977059184
Med12,391.6759167,0.01239541,0.143269789,0.086517961,0.931054679,0.977059184
Dclre1a,257.4589358,0.014513416,0.166487926,0.087173986,0.930533217,0.977059184
Npas1,152.4451459,0.016931617,0.1936439,0.087436871,0.930324263,0.977059184
Jakmip3,139.9673071,-0.020018895,0.231613593,-0.0864323,0.931122772,0.977059184
4930579G18Rik,110.6892287,0.021996752,0.252534982,0.087103784,0.930589018,0.977059184
